Developer,count(*)
"Turtle Cream & Pokpoong Games",1
"Turtle Rock Studios",39
"Turtle Sandbox LLC",1
TurtleBlaze,1
"Turykin Nikolay",1
TWELVE,1
"Twelve Games",2
"Twelve Tiles",2
"Twice Circled",2
TwinDrills,1
"Twisted Pixel Games",7
Twistplay,5
"Two Desperados",2
"Two Tribes",8
"Ty Taylor and Mario Castañeda",1
"Tyler Doak",1
"Tyler Hurd",1
"Tyler Warren",3
"Tymon Zgainski",1
"Type AB",1
"Type Advantage",1
"Tyrone Hunt",1
"U-Play online",1
"U.S. Army",2
"Uber Entertainment",8
"UBIart Montpellier",2
Ubisoft,21
"Ubisoft  Shanghaï",4
"Ubisoft - San Francisco",851
"Ubisoft - San Franciscos",1
"Ubisoft Blue Byte Studio",1
"Ubisoft Bucharest Studio",2
"Ubisoft Bulgaria",1
"Ubisoft Kiev",6
"Ubisoft Montpellier",3
"Ubisoft Montreal",72
"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",2
"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev",4
"Ubisoft Paris",4
"Ubisoft Quebec",10
"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest,",5
"Ubisoft Reflections",2
"Ubisoft Romania",5
"Ubisoft Singapore",34
"Ubisoft Sofia",8
"Ubisoft Toronto",3
"Ubisoft – San Francisco",1
UD,1
"UFO Crash Games",1
UIG,1
"UIG International GmbH",1
"Ultravision Interactive",1
"Ulysses Games",1
Umix,1
"Umix Studios",3
"Unbound Creations LLC",1
"Uncaged Studios",1
UNDEAD,1
"Undead Labs",6
"Undead Yeti Software",1
undef,1
"Underbite Games",1
"Underdog Games",1
"Unello Design",1
UnexEvo,1
"Unfiltered Audio",1
"Unfinished Pixel",1
"Unicorn Games Studio",3
Unicube,1
"Unidentified Flying Studios",2
"Unigine Corp.",2
"Unigine LLC.",1
"Unika Games",2
"Union Workshop",2
UNIT9,1
"United Front Games",29
"United Independent Entertainment GmbH",20
"United Soft Media",1
UnitedIndie,2
"Unity Games",1
Unity3D.College,1
"Uniworlds Game Studios",1
"UNKNOWN GAMES",2
"Unknown Identity",1
"Unknown Worlds",2
"Unknown Worlds Entertainment",7
Unlok,1
"Unruly Attractions",1
Untame,2
"Unterrainer Informatik OG",1
Untouch,1
"Unwonted Studios",4
"Up Multimedia",1
"Upper Byte Studio",2
"Upper Class Walrus",1
"Upper One Games",3
"Uppercut Games Pty Ltd",3
"Urban Games",2
Urbanscan,5
"Ursa Games",1
"URSE Games",4
"Utopian World of Sandwiches",1
V-Axys,1
"Vae Victis Games",4
"Vagabond Dog",5
"Valhalla Cats",2
Valiant,1
"Valiant Interactive",1
"Valkyria Studios",1
Valsar,1
ValuSoft,1
Valve,44
"Vanguard Games",4
"Vantage Games",1
VaragtP,5
"Varia Games",2
"Varkian Empire",2
"Varlamov Anton",1
varlamov5264,1
"Vasara Entertainment",1
"Vasily Bulygin",1
"Vasily Voronkov",1
"Vault Interactive",1
"Vblank Entertainment, Inc.",1
"VDO Games",3
"VEAO Simulations",1
"Vector Arcade",1
"Vector Games",1
"Vector Unit",1
Vectorpark,1
"Vectorpark, Inc.",1
"Vega Play",1
"Verb Studios",1
"Vermont Software Studios,LLC",1
"Verse Publications",1
"Vertex Games, S.C.",1
"Vertex Pop",2
"vertex4 entertainment ltd.",1
"Vertical Skull Games",1
"Vertigo Games",10
"Vertigo Games BV",3
"Vertigo Gaming",2
"Vertigo Gaming Inc.",2
"Verto Studio LLC",1
"Very Simple Idea Studios",1
"Vexed Enigma",2
VexedEnigma,1
"Vexel Games",2
"VHS Glitch",1
"Vicious Cycle Software",13
"Vicious Cycle Software, Inc.",1
"Victor Solodilov",1
"Victory Point Games",1
"Victory Works",7
VictoryWorks,1
Videocult,1
"vidiludi games and entertainment",1
ViewApp,3
"Viewpoint Games",1
"Vigil Games",19
"Vigilant Addiction Studios",3
vikingfabian.com,5
"Vile Films",1
"Vile Henchmen Productions",1
"Vile Monarch",2
"Village Roadshow Pictures",1
"Ville Mönkkönen",1
"Vince DiCola",1
"Vinci Games",1
Vine,1
VipaGames,1
Viperante,1
"Virgin Interactive Entertainment",1
Virtavia,6
"Virtual Basement LLC",3
"Virtual Heroes",1
"Virtual Playground",2
"Virtual Programming (Linux)",5
"Virtual Prophecy Entertainment",3
"Virtual Racing Industries Ltd.",9
"Virtual Railroads",4
Virtualdesign3d.com,1
Virtualex,1
virtualRailroad,1
virtualRailroads,5
Virtuos,2
virutalRailroads,2
"VIS - Visual Imagination Software",7
"VIS Games",1
"VIS Interactive",1
"Visceral Games",1
"Vishnu Vadakke Pariyarath",1
"Vision Riders Entertainment",1
"Vision Software",1
"Visiontrick Media",1
"Visual Concepts",8
"Visual Entertainment And Technologies",1
"Visual Imagination Software GbR",1
"Visual Outbreak",1
VisualArt's/Key,1
VisualArts/Key,2
VisualTech48,2
Visumeca,1
"Vital Games Ltd",1
"Vitali Kirpu",2
"Vitaliy Ruzankin",2
"Vitaly Gintsar",3
"Vitaly Rekubratskiy",2
"Viva Media",1
"Vivid Games",1
"Vivid Games S.A.",1
"ViWo Games",1
"Vladimir Kudelka",1
"Vladimir Maslov",2
"Vladimir Slav",1
Vlambeer,4
VLLADGET,1
"Vogat Interactive",1
Vogelsap,1
"Vogster Entertainment",1
VoidDev,2
voldan,1
Volition,28
"Volition Inc",1
"Volition Inc.",1
"Volition, Inc.",2
"Volumetric Games",1
"VolumeUp Studios",1
voodoosoft,1
"VooFoo Studios",6
"VooFoo Studios Ltd",3
"Vorobiov Vadym",1
"Vortal Storm",1
"Vostok Games",8
"Vovoid Media Technologies AB",2
VoxelStorm,2
"Voxler Games",2
"VP Project",1
"VR Designs",4
"Vrideo, Inc.",1
VROOM,2
VRUnicorns,2
VStep,8
"Vyacheslav Ozolnieks",1
Wacha,1
"Wadjet Eye Games",9
"Wajdi Manai",1
WakeskaterX,1
"Wales Interactive",8
"Walk Thru Walls Studios",1
"Walking West Entertainment",1
"WALLOOK Company",1
"Walter Machado",4
"Wanako Games",1
"Wander MMO",1
"Wang Liwen",1
Warballoon,1
Wareberd,1
"Warfare Studios",16
WarfareSims,2
Wargaming.net,6
"WarGirl Games",3
"Warhead Entertainment",1
"Warlock Arts",1
"Warner Bros. Interactive Entertainment",20
WARTEAM,1
"Wasatch Games",1
"Wastelands Interactive",10
"Waterlily Games",2
WaterMelon,3
Watson,1
WaveDNA,7
"Wax Lyrical Games",2
WayForward,14
"WayForward Technologies Inc.",1
"Wayward Design",1
"Wayward Prophet",1
Waz,1
"WB Games Montreal",4
"We Are Bots",2
"Weappy Studio",1
"WEB Gaming Entertainment",1
"Web Interactive Solutions",2
"Webber Games",1
"Webcore Games",1
Webfoot,1
"Webfoot Games",1
webgames,1
WEBZEN,1
"wefiends, Inc.",2
"Wehrmann Studios",1
"Weird and Wry",1
Wellore,2
"weltenbauer. Software Entwicklung GmbH",6
WeMade,4
"Wesley LaFerriere",1
"West Coast Software",1
"West Dragon Productions DR",1
"West Forest Games",1
Wetgenes,1
"Wevr Inc",1
"Wevr, Inc.",1
"WhackAKey Games",1
"Whale Nebula",1
"Whale Rock Games",1
"Whalebox Studio",2
Whalegun,1
"Whalenought Studios",1
"Wheat Muffin Games",1
"While True Fork",2
"Whipstitch Games",1
"Whiskey Jack Games",2
"White Birds Productions",2
"White Cat",2
"White Clover Worlds",2
"White Giant RPG Studios",2
"White Giant RPG Studios, LLC",1
"White Guardian Studios, LLC",1
"White Noise Wave",1
"White Paper Games",2
"White Rabbit",1
"White Rabbit Games",1
"White Wizard Games",4
"WhiteMoon Dreams",5
"Whole Hog Games",1
"Wholetone Games",4
Whootgames,1
"Wicked Fun, Inc.",1
"Wicked Loot",1
"Wicked Witch Software",1
"Wickey Ware",1
Wickworks,2
"Widdly 2 Diddly",1
"Wideload Games",2
"Wild Factor",1
"Wild Games Studio",2
"Wild Guess Software",1
"Wild Shadow Studios",13
"Wild Sphere",1
"Wild Wolf Std",6
Wildgrass,1
WildTangent,4
"Will O'Neill",1
"Will Sykes Games",1
William,1
"William Paul Cowan Jr.",1
"William Smith",1
Willpowaproject,1
"Winch Gate Property Limited",1
Windflow,1
Windforce,1
"Windmill Games",1
Windybeard,1
"Winged Cloud",31
"Winged Pixel Inc.",2
"WINGED SAKURA GAMES",3
Wingware,3
"Winnie Song",1
"Winter Drake Teller",2
"Winter Wolves",30
"winterworks GmbH",1
"Wisdom Tree, Inc.",1
WisdomTools,1
"Wise Dad Games",1
"Wiseman Softworks",1
"Wish Fang",1
"Witan Entertainment",1
"Witan Game Production House",1
"Witch Beam",3
"Witching Hour Studios",3
"With The Love Studios",1
"Wither Studios",1
"WIWD Development",1
Wizarbox,2
"WizarBox Production",1
"Wizard Fu Games",1
"Wizbyte Games",1
"WJLE  GAME",1
WnMStudio,1
"Wojciech Krupinski",2
"Wojciech Wasiak",2
"WOLCEN Studio",1
"Wolf & Wood Interactive Ltd",1
"Wolf Brew Games",2
"Wolf Ray Studios",1
"Wolfdog Interactive",1
"Wolff Dobson",1
Wolfgame,1
Wolfire,1
"Wolfire Games",2
"Wolverine Studios",3
Wonderfling,1
"WONDERFUL LASERS",1
"Wonderful Tree Studio",1
Wonderstruck,3
woodenchair,1
"Woodsy Studio",5
"Workinman Interactive, LLC.",2
Workroom7,1
"Workyrie Game Studio",1
"World Loom",1
World-Loom,4
"Wormwood Studios",2
"Worthless Bums",1
"Wreck Tangle Games",2
"Wrestling Gamers United",1
"WRF Studios",2
Wronghut,1
WTFOMGames,3
"Wube Software LTD.",3
"Wulo Games",1
"www.handy-games.com GmbH",1
"WXP Games, LLC",5
Wyrmbyte,7
"Wyrmling Productions",1
"Wyse Games",1
Wytchlight,2
"X-Bow Software",2
X-Legend,4
"X1 Software",2
"Xander's Corgi Arcade",1
"Xatrix Entertainment",2
"Xavi Canal, Ben Palgi",2
Xaviant,2
XeniosVision,1
XenoAisam,1
"XGen Studios",3
XIAOYAO,1
"Xibalba Studios",1
"XII Games",1
"XiNFiNiTY Games",2
xinoro,3
"Xiotex Studios",3
"Xiotex Studios Ltd",1
Xitilon,2
xixgames,1
XLGAMES,4
"XMPT Games",2
Xorcerox,1
XPAGAME,1
"XPEC Entertainment Inc.",1
"XProd Games",1
"Xtal Sword",1
"Xtase Studios",1
"XTeam Software Solutions srls",2
Xuse,3
xXarabongXx,1
"XYLA Entertainment",1
"XYZ Visuals",1
"Yacht Club Games",2
Yager,2
"Yager Development",1
"Yai Gameworks",4
"Yakiniku Banzai",3
Yakobo,1
Yal,1
"Yang Sun",1
"Yanim Studio",1
"Yatagarasu Dev Team",6
yayapipi,1
"Yazar Media Group LLC",2
YCJY,2
YeaBoing,2
"Yeah Us!",2
"Yellow Bun",2
"Yellow Worm Studios",1
Yeti,1
"YETi CGI",1
"Yeti Trunk",3
"YFC games",3
"YFYX GAMES",2
"YGGDRASIL STUDIO",8
"Yingpei Games",10
"Yo-Yo Lin",1
"Yohan Launay",1
"Yoji Ojima",3
Yokcos,1
YorkshireRifles,2
YOTSUBANE,5
YoudaGames,1
YouNeedABudget.com,2
"Young Horses",2
"YoYo Games Ltd.",10
Yo_Serjio,1
Yuisy,1
Yuke's,1
"YUKE’S Co., Ltd.",1
Yuki,1
Yullaby,2
"Yume Creations",1
"Yunjeong Yun",11
"Yunus Ayyildiz",1
"Yustas Game Studio",2
Z-Software,4
"Z-Software GmbH",1
Z2,1
"Z3roram Studios",1
"Z4G0 and Ivan Venturi Productions",2
"Zach Kehs (SunnyKatt)",1
"Zach Tsiakalis-Brown",2
Zachtronics,9
ZackBellGames,2
Zacko95704,1
"Zadzen Games Ltd.",1
"Zaheer Flanders",1
"Zamarripa Visual Arts",1
"Zandel Media",1
"Zanrai Interactive",1
"Zaratustra Productions",1
"Zaxis Games",2
"Zbigniew Ochman",1
"Zeal Game Studio",4
"Zeal Game Studios",1
"Zeboyd Games",4
Zed-ex,1
"Zeenoh Games",1
"Zeiva Inc",7
"Zeke Virant",1
zemaGamez,1
Zemnott,5
"Zen Studios",44
"Zenimax Online Studios",1
Zenisport,2
"Zenith Blue",1
"Zeno Rogue",3
"Zenz VR",1
"Zeolite Studios Inc.",1
"Zepetto Co.",1
"Zeppelin Studio",2
"Zeptolab UK Limited",1
Zeritum,1
"Zero Dollarz",1
"Zero Point Software",1
"Zero Sum Games",3
"ZeroBit Games",3
Zerodiv,1
Zeroscale,2
Zetsubou,3
Ze_PilOt,2
"Zhoori Maang Entertainment",1
"ZigZag Soft",2
"Zillion Whales",2
"ZiMAD, Inc.",1
Zinertek,3
Zinnusl,2
"ZiX Solutions",1
"Zoë Mode",1
"Zoetrope Interactive",4
"Zoink Games",5
Zoink!,1
Zojoi,6
"Zojoi Studios",3
"Zombie Cow Studios",1
"Zombie Orpheus Entertainment",2
"Zombie Panic Team",1
"Zombie Studios",16
"Zombie, Inc.",1
"Zonitron Productions",13
"Zoo Corporation",8
"Zoom Out Games",5
ZoopTEK,1
Zootfly,7
Zotnip,2
"ZSK Progres s.c.",1
"Zut Games",1
"ZXDigital Ltd",2
"Zykov Eddy",2
Zynga,1
[bracket]games,3
[geim].pro,5
[OneManBand],1
"][ Games Inc",1
" Eurocom Entertainment Software",1
   ,1
"© 2016 EnsenaSoft",1
